-8.986077809581648479e-01 1.321350605360350983e+00 1.000000000000000000e+00
-4.148326771495519649e-01 -7.616855427562445602e-01 -1.000000000000000000e+00
1.525372309602926579e+00 -7.055448627010942886e-01 -1.000000000000000000e+00
4.862500256839648038e-01 -1.563519101928261934e+00 -1.000000000000000000e+00
2.826781033786207042e-01 -1.521996674209478151e+00 -1.000000000000000000e+00
6.136789930156919537e-01 -1.177308617394151824e+00 -1.000000000000000000e+00
-9.784870039099283767e-01 1.337536667201868035e+00 1.000000000000000000e+00
3.563110699835326800e-01 -1.834222882839145141e+00 -1.000000000000000000e+00
-5.765296698596360514e-01 -9.035220181509402426e-01 -1.000000000000000000e+00
4.200371175151152436e-01 1.032543961300767643e+00 1.000000000000000000e+00
-3.556396471047657687e-02 1.268477095515583519e+00 1.000000000000000000e+00
-2.628255696132609120e+00 -1.172272969554707833e+00 -1.000000000000000000e+00
2.336109383385876273e-02 -1.845186651822578794e+00 -1.000000000000000000e+00
-1.374964265716050349e+00 -2.143603866487102216e+00 -1.000000000000000000e+00
-1.618100483492747044e-01 1.175139010654304483e+00 1.000000000000000000e+00
-4.834005205501789026e-01 5.842973925097345589e-01 -1.000000000000000000e+00
-6.371579201420883853e-01 -4.276185810544126387e-01 -1.000000000000000000e+00
-1.486565346025473522e+00 7.849575592969413318e-01 1.000000000000000000e+00
-2.589623524956417566e-01 9.366276932649281184e-01 1.000000000000000000e+00
4.170503421972378555e-01 1.069472738595360850e+00 1.000000000000000000e+00
-1.140151069761416558e+00 6.753296068212077952e-01 1.000000000000000000e+00
2.894625268863867951e-01 8.061614653008701836e-01 1.000000000000000000e+00
7.140382335992286889e-01 1.022496026600608898e+00 1.000000000000000000e+00
-2.780959351925680778e+00 1.335288443905858990e+00 1.000000000000000000e+00
-9.665566796445870801e-02 1.178823309608144188e+00 1.000000000000000000e+00
-8.715174132526470885e-02 -1.679018070766894466e+00 -1.000000000000000000e+00
-2.793357834716138077e-01 -8.879090183712385898e-01 -1.000000000000000000e+00
1.258030153594329903e+00 -1.320348534578864363e+00 -1.000000000000000000e+00
-2.776884135799564945e-01 -7.447485366066620704e-01 -1.000000000000000000e+00
8.496373223017192888e-01 -1.293145988030464100e-01 -1.000000000000000000e+00
1.500961565022508548e+00 -1.675801940117329192e+00 -1.000000000000000000e+00
-4.212530876343569819e-01 -8.189178175061269105e-01 -1.000000000000000000e+00
-1.266930580903410097e-01 -7.506661798595503088e-01 -1.000000000000000000e+00
5.259626958341289127e-01 -2.007775058126069823e+00 -1.000000000000000000e+00
-1.348822842096434327e+00 -2.413772622984822647e+00 -1.000000000000000000e+00
4.511019163222227957e-01 1.051043197273712870e+00 1.000000000000000000e+00
